wikiproject,art_title,art_pageid,art_ns,art_importance,art_class
lgbt studies,dog day afternoon,101914,0,,c
lgbt studies,the lumberjack song,102315,0,,start
lgbt studies,drag king,102435,0,,start
lgbt studies,gay panic defense,102559,0,,c
lgbt studies,gay bashing,102866,0,,start
lgbt studies,brandon teena,102868,0,,start
lgbt studies,jack parsons (rocket engineer),102915,0,,fa
lgbt studies,mary renault,104139,0,,start
lgbt studies,gustaf v of sweden,104658,0,,start
lgbt studies,moral majority,104973,0,,start
lgbt studies,undressed,105005,0,,start
lgbt studies,satyricon,105309,0,,b
lgbt studies,clueless (film),105872,0,,start
lgbt studies,theodore olson,105897,0,,start
lgbt studies,west hollywood, california,107702,0,,c
lgbt studies,guerneville, california,108235,0,,start
lgbt studies,rehoboth beach, delaware,108951,0,,start
lgbt studies,fort lauderdale, florida,109028,0,,ga
lgbt studies,wilton manors, florida,109088,0,,start
lgbt studies,key west, florida,109495,0,,b
lgbt studies,wonder woman,111582,0,,b
lgbt studies,revolutionary girl utena,113020,0,,c
lgbt studies,billie jean king,113080,0,,c
lgbt studies,i my me! strawberry eggs,113119,0,,start
lgbt studies,aphra behn,113143,0,,b
lgbt studies,international lesbian, gay, bisexual, trans and intersex association,113155,0,,start
lgbt studies,the dresser (1983 film),113436,0,,
lgbt studies,kiss of the spider woman (film),113452,0,,start
lgbt studies,norma mccorvey,113479,0,,start
lgbt studies,ogunquit,116281,0,,start
lgbt studies,northampton, massachusetts,116820,0,,start
lgbt studies,piers gaveston, 1st earl of cornwall,125137,0,,ga
lgbt studies,asbury park, new jersey,125458,0,,b
lgbt studies,ocean grove, new jersey,125499,0,,b
lgbt studies,cherry grove, new york,127288,0,,start
lgbt studies,brian epstein,129194,0,,ga
lgbt studies,new hope, pennsylvania,131539,0,,start
lgbt studies,ladies of llangollen,132794,0,,start
lgbt studies,jesse helms,133250,0,,c
lgbt studies,harry hay,140263,0,,c
lgbt studies,sviatoslav richter,140839,0,,b
lgbt studies,robbie ross,141621,0,,c
lgbt studies,handkerchief code,141932,0,,start
lgbt studies,madonna (entertainer),142056,0,,ga
lgbt studies,as good as it gets,142447,0,,start
lgbt studies,the full monty,142453,0,,start
lgbt studies,lily tomlin,142698,0,,b
lgbt studies,edward marsh (polymath),142745,0,,start
lgbt studies,queen pen,142814,0,,start
lgbt studies,promethea,142840,0,,c
lgbt studies,three to tango,143812,0,,start
lgbt studies,holocaust theology,143832,0,,start
lgbt studies,eddie izzard,143983,0,,b
lgbt studies,vladimir horowitz,144123,0,,b
lgbt studies,christina aguilera,144171,0,,c
lgbt studies,lady ottoline morrell,144453,0,,b
lgbt studies,lytton strachey,144482,0,,start
lgbt studies,francis poulenc,144508,0,,fa
lgbt studies,sinéad o'connor,144848,0,,b
lgbt studies,federal marriage amendment,144896,0,,b
lgbt studies,yves saint laurent (designer),145236,0,,start
lgbt studies,marlene dietrich,145325,0,,c
lgbt studies,monty woolley,145645,0,,start
lgbt studies,chris dickerson (bodybuilder),145805,0,,start
lgbt studies,romer v. evans,146577,0,,b
lgbt studies,george villiers, 1st duke of buckingham,146842,0,,start
lgbt studies,little richard,147073,0,,c
lgbt studies,michael tippett,147156,0,,fa
lgbt studies,christian dior,147187,0,,start
lgbt studies,emlyn williams,147238,0,,c
lgbt studies,david norris (politician),147384,0,,b
lgbt studies,ian thorpe,147429,0,,fa
lgbt studies,harry partch,147683,0,,b
lgbt studies,dusty springfield,147711,0,,b
lgbt studies,the singing nun,147836,0,,
lgbt studies,christy martin (boxer),148803,0,,start
lgbt studies,judith butler,148809,0,,b
lgbt studies,queer theory,148979,0,,start
lgbt studies,kinsey scale,148991,0,,start
lgbt studies,johan paulik,149084,0,,stub
lgbt studies,queer studies,149373,0,,start
lgbt studies,bear (gay culture),149408,0,,c
lgbt studies,donna summer,149561,0,,b
lgbt studies,unification church views on sexuality,149683,0,,start
lgbt studies,michael redgrave,149804,0,,start
lgbt studies,montgomery clift,149813,0,,start
lgbt studies,alexander bard,149858,0,,start
lgbt studies,richard wilson (scottish actor),151408,0,,start
lgbt studies,alia shawkat,151915,0,,start
lgbt studies,jane addams,152277,0,,b
lgbt studies,la toya jackson,152297,0,,b
lgbt studies,campaign for homosexual law reform,152528,0,,start
lgbt studies,robert stewart, viscount castlereagh,152639,0,,b
lgbt studies,theocritus,152771,0,,start
lgbt studies,the vampire lestat,153150,0,,start
lgbt studies,the tale of the body thief,153449,0,,start
lgbt studies,alison bechdel,153926,0,,c
lgbt studies,culture club,154309,0,,b
lgbt studies,blue (1993 film),154508,0,,stub
lgbt studies,boy scouts of america v. dale,154680,0,,c
lgbt studies,clifton webb,154682,0,,start
lgbt studies,manos hatzidakis,155026,0,,start
lgbt studies,arthur rimbaud,155094,0,,c
lgbt studies,hair removal,155140,0,,b
lgbt studies,paul verlaine,155265,0,,c
lgbt studies,derek jarman,155304,0,,b
lgbt studies,emile griffith,155381,0,,start
lgbt studies,blue (2001 film),155389,0,,stub
lgbt studies,christopher isherwood,155615,0,,start
lgbt studies,truman capote,155736,0,,b
lgbt studies,unnatural death,156207,0,,start
lgbt studies,sonia johnson,156347,0,,start
lgbt studies,virgil thomson,156416,0,,start
lgbt studies,list of transgender people,157268,0,,list
lgbt studies,judith reisman,157313,0,,
lgbt studies,the rocky horror show,157320,0,,start
lgbt studies,dykes to watch out for,157538,0,,start
lgbt studies,leopold and loeb,158547,0,,b
lgbt studies,julian beck,158661,0,,start
lgbt studies,radical faeries,158691,0,,b
lgbt studies,randolph scott,158802,0,,b
lgbt studies,foxglove (dc comics),159014,0,,stub
lgbt studies,emily dickinson,159275,0,,fa
lgbt studies,gloria trevi,159493,0,,start
lgbt studies,anne fausto-sterling,159526,0,,start
lgbt studies,intersex society of north america,159531,0,,start
lgbt studies,sex change,159554,0,,start
lgbt studies,dirk bogarde,159603,0,,b
lgbt studies,isadora duncan,160640,0,,b
lgbt studies,fred phelps,160821,0,,b
lgbt studies,benvenuto cellini,161136,0,,b
lgbt studies,lance bass,161230,0,,ga
lgbt studies,cynthia nixon,161257,0,,c
lgbt studies,rock hudson,161466,0,,b
lgbt studies,theognis of megara,161467,0,,start
lgbt studies,tamara de lempicka,161835,0,,c
lgbt studies,herb ritts,161896,0,,start
lgbt studies,alan bates,161907,0,,start
lgbt studies,gender identity,162025,0,,b
lgbt studies,frida kahlo,162276,0,,b
lgbt studies,transvestism,162483,0,,b
lgbt studies,d. k. broster,162636,0,,start
lgbt studies,third gender,162688,0,,c
lgbt studies,heteronormativity,162699,0,,b
lgbt studies,james brooke,162745,0,,b
lgbt studies,transvestic fetishism,162827,0,,start
lgbt studies,katherine mansfield,162903,0,,b
lgbt studies,ricky gervais,163282,0,,b
lgbt studies,paul winfield,163448,0,,c
lgbt studies,lionel bart,163463,0,,start
lgbt studies,erasure,163546,0,,start
lgbt studies,john addington symonds,163658,0,,b
lgbt studies,heavenly creatures,163894,0,,b
lgbt studies,willa cather,164156,0,,b
lgbt studies,ma rainey,164583,0,,c
lgbt studies,armistead maupin,164641,0,,b
lgbt studies,terence rattigan,164659,0,,start
lgbt studies,thomas overbury,164908,0,,start
lgbt studies,eric allman,165189,0,,start
lgbt studies,muretus,165533,0,,start
lgbt studies,jean barraqué,165579,0,,start
lgbt studies,lists of television programs with lgbt characters,165643,0,,list
lgbt studies,list of lgbt-related films,165647,0,,list
lgbt studies,queer as folk (uk tv series),165732,0,,c
lgbt studies,presque rien,165751,0,,start
lgbt studies,beautiful thing (play),165780,0,,start
lgbt studies,in & out (film),165794,0,,start
lgbt studies,rio reiser,165987,0,,start
lgbt studies,victim (1961 film),166186,0,,start
lgbt studies,clive davis,166539,0,,start
